STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/6/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/7/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/8/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/9/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/14/2021,5,2.02,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/15/2021,,,1.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/20/2021,,,0.06,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/21/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/22/2021,,,0.15,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/23/2021,,,0.27,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/24/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/25/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/26/2021,,,0.18,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/27/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/28/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/29/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",6/30/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/1/2021,,,0.36,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/2/2021,,,1.49,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/3/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/4/2021,,,0.07,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/5/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/6/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/7/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/8/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/9/2021,,,0.66,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/11/2021,2,0.46,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/12/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/13/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/14/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/15/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/16/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/17/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/18/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/19/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/20/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/21/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/22/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/23/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/24/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/25/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/26/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/27/2021,,,1.54,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/28/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",7/29/2021,,,0.09,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/2/2021,4,0.5,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/3/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/4/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/6/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/8/2021,2,0.09,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/9/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/10/2021,,,0.15,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/11/2021,,,0.63,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/12/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/13/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/14/2021,,,0.09,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/15/2021,,,0.95,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/16/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/17/2021,,,0.55,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/18/2021,,,0.03,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/19/2021,,,0.29,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/20/2021,,,1.45,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/21/2021,,,1.12,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/22/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/23/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/24/2021,,,0.17,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/25/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/26/2021,,,0.05,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/27/2021,,,1.37,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/28/2021,,,0.91,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/29/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/30/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",8/31/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/1/2021,,,1.38,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/2/2021,,,0.72,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/3/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/4/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/6/2021,,,0.08,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/7/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/8/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/9/2021,,,0.1,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/10/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/12/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/13/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/14/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/15/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/17/2021,2,0.57,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/18/2021,,,0.12,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/19/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/21/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/22/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/23/2021,,,1.44,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/24/2021,,,0.15,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/25/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/26/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/27/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/28/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/29/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",9/30/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/2/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/3/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/4/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/6/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/7/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/8/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/11/2021,3,0.02,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/13/2021,,,0.06,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/15/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/16/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/17/2021,,,0.38,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/18/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/19/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/20/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/21/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/22/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/24/2021,2,0.01,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/25/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/26/2021,,,1.64,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/27/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/28/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/29/2021,,,0.14,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/30/2021,,,1.61,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",10/31/2021,,,0.07,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/1/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/2/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/3/2021,,,0.12,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/4/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/8/2021,4,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/9/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/10/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/11/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/12/2021,,,0.77,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/14/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/15/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/16/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/18/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/19/2021,,,0.03,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/21/2021,2,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/22/2021,,,0.06,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/25/2021,3,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/26/2021,,,0.1,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",11/30/2021,4,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/1/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/2/2021,,,0.02,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/3/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/4/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/5/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/8/2021,3,0,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/9/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/10/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/11/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/12/2021,,,0.22,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/16/2021,4,0.01,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/17/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/20/2021,3,0.02,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/22/2021,,,0.06,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/23/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/26/2021,2,0.18,,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/27/2021,,,0,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/28/2021,,,0.01,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/29/2021,,,0,0,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/30/2021,,,0.31,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",12/31/2021,,,0.03,,,,,,
US1DCDC0031,"WASHINGTON 3.1 NNE, DC US",1/1/2022,,,0.1,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/2/2021,2,1.02,,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/3/2021,,,0.25,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/4/2021,,,0.11,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/5/2021,,,0.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/16/2021,,,0.2,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/18/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/19/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/22/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/27/2021,3,0.5,,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/29/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",1/31/2021,,,0.24,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/1/2021,,,0.13,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/2/2021,,,0.35,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/5/2021,,,0.06,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/7/2021,,,0.58,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/11/2021,,,0.4,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/12/2021,,,0.04,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/14/2021,,,0.31,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/15/2021,,,0.04,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/16/2021,,,0.84,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/18/2021,,,0.44,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/19/2021,,,0.1,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/22/2021,,,0.36,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/25/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/26/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",2/27/2021,,,0.39,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/1/2021,2,1.13,,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/2/2021,,,0.08,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/5/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/6/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/9/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/10/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/11/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/12/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/13/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/15/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/18/2021,,,0.29,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/19/2021,,,0.18,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/22/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/24/2021,,,0.11,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/25/2021,,,1.09,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/26/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/27/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/28/2021,,,0.33,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/29/2021,,,0.43,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/30/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",3/31/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/1/2021,,,0.97,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/2/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/3/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/4/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/5/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/8/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/9/2021,,,0.56,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/10/2021,,,0.02,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/11/2021,,,0.28,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/12/2021,,,0.17,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/13/2021,,,0.05,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/14/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/15/2021,,,0.43,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/16/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/17/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/18/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/19/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/20/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/21/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/22/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/23/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/24/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/25/2021,,,1.01,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/26/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/27/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/28/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/29/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",4/30/2021,,,0.14,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/1/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/2/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/3/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/4/2021,,,0.03,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/5/2021,,,0.27,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/6/2021,,,0.08,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/7/2021,,,0,0,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/8/2021,,,0.12,,,,,,
US1DCDC0014,"WASHINGTON 5.1 NW, DC US",5/9/2021,,,0.01,,,,,,
